employee_id,department_key,salary_key,tenure_bucket_key,performance_cluster_key,exit_archetype_key,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,workload_intensity_idx,is_overworked,is_underutilized,hours_per_project,eval_satisfaction_gap,is_unhappy_star,is_comfortable_underperformer,is_critical_tenure_window,stagnation_flag,risk_score_raw,low_exit_barrier_flag,satisfaction_x_evaluation,is_project_extreme,is_hours_ceiling,churn_probability,risk_band,is_flight_risk,is_high_performer,risk_quadrant,behavior_cluster,shap_main_driver_feature,shap_main_driver_value,shap_driver_direction,simulated_monthly_salary_eur,simulated_annual_salary_eur,simulated_replacement_cost_pct,simulated_replacement_cost_eur,simulated_retention_action_cost_eur
2702,3,1,1,3,3,0.59,0.75,3,106,2,0,0,0,0.3852534562211981,0,0,35.333333333333336,0.16,0,0,0,0,0.2795760368663594,0,0.4425,0,0,0.0010340701555833,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,average_montly_hours,-2.8870763778686523,Reduces exit risk,2684.69,32216.29,0.75,24162.22,3865.95
2703,4,1,2,3,3,0.85,0.63,4,154,3,0,0,0,0.5341013824884793,0,0,38.5,-0.2199999999999999,0,0,0,0,0.2202304147465438,0,0.5355,0,0,0.0036629394162446,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-2.357560873031616,Reduces exit risk,2759.69,33116.33,0.55,18213.98,3973.96
2704,4,1,3,3,3,0.76,0.93,3,271,5,0,0,0,0.6513824884792626,0,0,90.33333333333331,0.17,0,0,1,1,0.5914147465437788,1,0.7068000000000001,0,0,0.945913016796112,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.2486790418624878,Increases exit risk,2911.15,34933.81,0.75,26200.36,4192.06
2705,4,1,1,3,2,0.63,0.5,5,246,2,0,0,0,0.7539170506912443,0,0,49.2,-0.13,0,0,0,0,0.3741751152073732,0,0.315,0,0,0.0312974229454994,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.8689972758293152,Reduces exit risk,2615.77,31389.29,0.55,17264.11,3766.71
2706,4,1,1,3,3,0.65,0.86,4,264,2,1,0,0,0.7115207373271889,0,0,66.0,0.2099999999999999,0,0,0,0,0.3534562211981567,0,0.559,0,0,0.0148481214419007,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9800384640693665,Reduces exit risk,2555.78,30669.39,0.75,23002.04,3680.33
2707,10,1,1,3,2,0.43,0.68,3,197,2,0,0,0,0.5320276497695853,0,0,65.66666666666667,0.25,0,0,0,0,0.3876082949308756,0,0.2924,0,0,0.1067901849746704,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,is_project_extreme,-1.0007678270339966,Reduces exit risk,3486.77,41841.24,0.55,23012.68,5020.95
2708,10,1,1,3,2,0.83,0.56,4,165,2,0,0,0,0.5518433179723502,0,0,41.25,-0.2699999999999999,0,0,0,0,0.2335529953917051,0,0.4648,0,0,0.0301537066698074,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.6830748915672302,Reduces exit risk,2820.38,33844.57,0.55,18614.51,4061.35
2709,10,1,1,3,2,0.49,0.77,4,218,2,0,0,0,0.6373271889400922,0,0,54.5,0.28,0,0,0,0,0.3951981566820277,0,0.3773,0,0,0.0612944699823856,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.863210916519165,Reduces exit risk,3466.74,41600.85,0.75,31200.64,4992.1
2710,10,1,1,3,3,0.67,0.73,3,203,2,0,0,0,0.541705069124424,0,0,67.66666666666667,0.0599999999999999,0,0,0,0,0.2945115207373271,0,0.4891,0,0,0.0083903297781944,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.088625192642212,Reduces exit risk,3381.83,40581.94,0.75,30436.46,4869.83
2711,10,1,3,4,2,0.9,0.47,2,107,6,1,0,0,0.3154377880184331,0,1,53.5,-0.43,0,0,1,1,0.43463133640553,0,0.423,1,0,0.0017625188920646,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Underutilised (Idle),average_montly_hours,-2.692373037338257,Reduces exit risk,3630.56,43566.77,0.55,23961.72,5228.01
2712,10,1,1,3,3,0.83,0.96,3,179,2,0,0,0,0.5029953917050691,0,0,59.66666666666666,0.13,0,0,0,0,0.2188986175115207,0,0.7968,0,0,0.0064129875972867,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.4180352687835693,Reduces exit risk,3549.33,42591.97,0.75,31943.98,5111.04
2713,10,2,2,3,3,0.92,0.84,5,264,3,0,0,0,0.7829493087557604,0,0,52.8,-0.08,0,0,0,0,0.2668847926267281,0,0.7728,0,0,0.0378296785056591,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.4360333681106567,Reduces exit risk,5071.48,60857.75,1.15,69986.41,7302.93
2714,10,2,2,3,3,0.83,0.7,5,154,3,0,0,0,0.6055299539170507,0,0,30.8,-0.13,0,0,0,0,0.2496589861751152,0,0.581,0,0,0.0102001540362834,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.061537265777588,Reduces exit risk,4745.82,56949.81,1.15,65492.28,6833.98
2715,10,2,2,3,2,0.64,0.55,4,167,3,1,0,0,0.5550691244239632,0,0,41.75,-0.0899999999999999,0,0,0,0,0.3105207373271889,0,0.352,0,0,0.0013028887333348,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.2776663303375244,Reduces exit risk,5051.11,60613.35,0.95,57582.68,7273.6
2716,10,2,2,3,3,0.93,0.97,4,158,3,1,0,0,0.540552995391705,0,0,39.5,0.0399999999999999,0,0,0,0,0.1901658986175115,0,0.9021,0,0,0.0001651575439609,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-2.541203022003174,Reduces exit risk,5114.98,61379.79,1.15,70586.76,7365.57
2717,10,2,2,3,3,0.6,0.87,4,227,3,1,0,0,0.6518433179723502,0,0,56.75,0.27,0,0,0,0,0.355552995391705,0,0.522,0,0,0.0207096748054027,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.0591135025024414,Reduces exit risk,5129.46,61553.57,1.15,70786.61,7386.43
2718,9,2,1,3,3,0.74,0.69,3,230,2,0,0,0,0.5852534562211982,0,0,76.66666666666667,-0.05,0,0,0,0,0.2795760368663594,0,0.5105999999999999,0,0,0.0077873240225017,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.1260476112365725,Reduces exit risk,3138.2,37658.34,0.95,35775.42,4519.0
2719,9,2,3,3,3,0.56,0.75,5,143,5,0,0,0,0.5877880184331797,0,0,28.6,0.1899999999999999,0,0,1,1,0.652336405529954,0,0.42,0,0,0.0560860969126224,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.821184515953064,Reduces exit risk,3473.92,41687.09,1.15,47940.15,5002.45
2720,9,2,2,3,3,0.61,0.77,4,142,3,0,0,0,0.5147465437788018,0,0,35.5,0.16,0,0,0,0,0.3104239631336405,0,0.4697,0,0,0.0090028122067451,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.0320255756378174,Reduces exit risk,2955.96,35471.49,1.15,40792.21,4256.58
2721,9,2,3,3,2,0.63,0.62,4,184,4,0,0,0,0.5824884792626728,0,0,46.0,-0.01,0,0,1,1,0.6227465437788019,0,0.3906,0,0,0.0332688875496387,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.0403602123260498,Reduces exit risk,3249.9,38998.84,0.95,37048.9,4679.86
2722,9,2,3,3,2,0.24,0.62,5,169,4,0,0,0,0.6297235023041474,0,0,33.8,0.38,0,0,1,1,0.7929170506912443,0,0.1488,0,0,0.0481830462813377,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,0.8294329047203064,Increases exit risk,3464.9,41578.86,0.95,39499.92,4989.46
2723,9,2,3,3,2,0.17,0.56,5,218,4,1,0,0,0.7087557603686636,0,0,43.6,0.39,0,0,1,1,0.8446267281105991,0,0.0952,0,0,0.027596129104495,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,is_project_extreme,-1.1543594598770142,Reduces exit risk,2881.29,34575.47,0.95,32846.7,4149.06
2724,9,2,2,4,2,0.46,0.64,2,121,3,0,0,0,0.3380184331797234,0,1,60.5,0.18,0,0,0,0,0.3174055299539171,0,0.2944,1,0,0.0133619410917162,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Underutilised (Idle),average_montly_hours,-3.5499463081359863,Reduces exit risk,3196.08,38352.99,0.95,36435.34,4602.36
2725,9,3,3,3,2,0.68,0.48,4,251,4,0,0,0,0.6905529953917051,0,0,62.75,-0.2,0,0,1,1,0.6351658986175115,0,0.3264,0,0,0.0102196503430604,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.1347873210906982,Reduces exit risk,4964.87,59578.47,1.6,95325.55,7149.42
2726,9,1,3,3,2,0.68,0.6,2,192,6,0,0,0,0.4525345622119816,0,0,96.0,-0.08,0,0,1,1,0.5637603686635945,0,0.408,1,0,0.0471587628126144,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.9396676421165466,Reduces exit risk,2391.67,28700.0,0.55,15785.0,3444.0
2727,9,2,3,3,1,0.16,0.71,6,227,5,0,0,0,0.7947004608294931,0,0,37.833333333333336,0.5499999999999999,0,0,1,1,0.874410138248848,0,0.1135999999999999,1,0,0.0365082472562789,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,hours_per_project,-1.3259791135787964,Reduces exit risk,3092.48,37109.72,1.15,42676.18,4453.17
2728,9,2,3,3,2,0.15,0.56,6,140,5,0,0,0,0.6543778801843317,0,0,23.33333333333333,0.41,0,0,1,1,0.8363133640552995,0,0.084,1,0,0.5769755840301514,High (50-75%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,0.9625055193901062,Increases exit risk,3236.73,38840.81,0.95,36898.77,4660.9
2729,10,2,1,3,2,0.55,0.49,3,152,2,0,0,0,0.4594470046082949,0,0,50.66666666666666,-0.06,0,0,0,0,0.3178341013824884,0,0.2695,0,0,0.0064339800737798,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.0972591638565063,Reduces exit risk,5560.52,66726.24,0.95,63389.93,8007.15
2730,10,2,3,3,3,0.72,0.66,4,202,4,0,0,0,0.6115207373271889,0,0,50.5,-0.0599999999999999,0,0,1,1,0.5954562211981567,0,0.4752,0,0,0.0439749285578727,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.9050689339637756,Reduces exit risk,4788.25,57458.97,0.95,54586.02,6895.08
2731,10,1,3,3,3,0.91,0.89,2,219,4,0,0,0,0.4960829493087557,0,0,109.5,-0.02,0,0,1,1,0.4848248847926267,0,0.8099000000000001,1,0,0.1098058000206947,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9018566012382508,Reduces exit risk,3276.05,39312.64,0.75,29484.48,4717.52
2732,5,1,3,3,1,0.3,0.91,4,248,4,0,0,0,0.6857142857142857,0,0,62.0,0.6100000000000001,0,0,1,1,0.7857142857142857,1,0.273,0,0,0.1331602931022644,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,is_project_extreme,-0.843826174736023,Reduces exit risk,5320.13,63841.57,0.75,47881.18,7660.99
2733,1,1,1,3,2,0.56,0.68,5,203,2,0,0,0,0.6845622119815669,0,0,40.6,0.12,0,0,0,0,0.3813686635944701,0,0.3808000000000001,0,0,0.0240137912333011,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.8919404745101929,Reduces exit risk,4664.97,55979.7,0.55,30788.84,6717.56
2734,1,1,2,3,3,0.94,0.94,3,255,3,0,0,0,0.6255760368663594,0,0,85.0,0.0,0,0,0,0,0.2116728110599078,0,0.8835999999999999,0,0,0.0004642249841708,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-2.6419496536254883,Reduces exit risk,4181.03,50172.33,0.75,37629.25,6020.68
2735,1,1,2,3,3,0.82,0.63,5,177,3,0,0,0,0.6426267281105991,0,0,35.4,-0.1899999999999999,0,0,0,0,0.2647880184331797,0,0.5166,0,0,0.00808862503618,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.5470716953277588,Reduces exit risk,4293.7,51524.46,0.55,28338.45,6182.94
2736,1,1,2,3,3,0.66,0.86,5,185,3,0,0,0,0.6555299539170507,0,0,37.0,0.1999999999999999,0,0,0,0,0.3326589861751152,0,0.5676,0,0,0.0226948168128728,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9721408486366272,Reduces exit risk,4196.39,50356.73,0.75,37767.55,6042.81
2737,1,1,3,3,2,0.74,0.64,4,101,6,1,0,0,0.4486175115207373,0,0,25.25,-0.0999999999999999,0,0,1,1,0.5385852534562212,0,0.4736,0,0,0.0037245226558297,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,average_montly_hours,-2.768605947494507,Reduces exit risk,4264.48,51173.71,0.55,28145.54,6140.85
2738,7,1,2,3,2,0.63,0.5,3,246,3,0,0,0,0.6110599078341014,0,0,82.0,-0.13,0,0,0,0,0.3313179723502304,0,0.315,0,0,0.0079803727567195,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.027232050895691,Reduces exit risk,3768.58,45222.9,0.55,24872.6,5426.75
2739,7,1,1,3,2,0.65,0.42,6,220,2,0,0,0,0.7834101382488479,0,0,36.66666666666666,-0.23,0,0,0,0,0.3750230414746544,0,0.273,1,0,0.0045197107829153,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,last_evaluation,-2.4457359313964844,Reduces exit risk,4311.4,51736.77,0.55,28455.22,6208.41
2740,7,1,1,3,3,0.56,0.81,3,145,2,0,0,0,0.4481566820276497,0,0,48.333333333333336,0.25,0,0,0,0,0.3104470046082949,0,0.4536,0,0,0.0063883601687848,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-0.9049405455589294,Reduces exit risk,4071.05,48852.55,0.75,36639.41,5862.31
2741,7,1,3,3,1,0.32,0.73,6,194,5,0,0,0,0.7414746543778802,0,0,32.333333333333336,0.41,0,0,1,1,0.794442396313364,1,0.2336,1,0,0.0567676164209842,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,hours_per_project,-1.9210267066955569,Reduces exit risk,3750.76,45009.16,0.75,33756.87,5401.1
2742,1,1,1,3,3,0.8,0.9,4,241,2,0,0,0,0.6744239631336406,0,0,60.25,0.0999999999999999,0,0,0,0,0.2823271889400922,0,0.7200000000000001,0,0,0.0205381698906421,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.5886011123657229,Reduces exit risk,4391.11,52693.36,0.75,39520.02,6323.2
2743,2,1,3,3,1,0.34,0.87,6,175,4,0,0,0,0.7108294930875576,0,0,29.166666666666668,0.53,0,0,1,1,0.7772488479262673,1,0.2958,1,0,0.1770021021366119,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,hours_per_project,-1.561825394630432,Reduces exit risk,3809.25,45711.02,0.75,34283.26,5485.32
2744,2,1,1,3,2,0.62,0.71,5,149,2,0,0,0,0.5974654377880184,0,0,29.8,0.0899999999999999,0,0,0,0,0.3312396313364055,0,0.4402,0,0,0.0124626336619257,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,is_project_extreme,-0.8261667490005493,Reduces exit risk,3461.67,41540.07,0.75,31155.05,4984.81
2745,2,1,1,3,3,0.5,0.86,3,253,2,0,0,0,0.6223502304147466,0,0,84.33333333333333,0.36,0,0,0,0,0.386705069124424,0,0.43,0,0,0.0155711583793163,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.875037670135498,Reduces exit risk,4111.65,49339.85,0.75,37004.89,5920.78
2746,2,1,2,3,3,0.58,0.98,5,218,3,0,0,0,0.7087557603686636,0,0,43.6,0.4,0,0,0,0,0.3806267281105991,0,0.5683999999999999,0,0,0.0119105540215969,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.0238664150238037,Reduces exit risk,4216.34,50596.11,0.75,37947.08,6071.53
2747,2,1,2,3,3,0.94,0.9,2,263,3,0,0,0,0.5670506912442397,0,0,131.5,-0.0399999999999999,0,0,0,0,0.1941152073732719,0,0.846,1,0,0.0033351599704474,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-3.3530006408691406,Reduces exit risk,4189.37,50272.44,0.75,37704.33,6032.69
2748,2,1,2,3,3,0.67,0.99,4,247,3,1,0,0,0.6841013824884792,0,0,61.75,0.3199999999999999,0,0,0,0,0.3372304147465437,0,0.6633,0,0,0.0069949333555996,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.102613091468811,Reduces exit risk,3830.83,45969.94,0.75,34477.46,5516.39
2749,6,1,3,3,1,0.2,0.74,6,148,4,0,0,0,0.6672811059907834,0,0,24.666666666666668,0.54,0,0,1,1,0.8201843317972352,1,0.148,1,0,0.2093414664268493,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,is_project_extreme,1.2688875198364258,Increases exit risk,3127.22,37526.61,0.75,28144.96,4503.19
2750,8,1,1,3,3,0.91,0.59,5,162,2,0,0,0,0.6184331797235023,0,0,32.4,-0.32,0,0,0,0,0.2215299539170506,0,0.5369,0,0,0.0024499529972672,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.8847836256027224,Reduces exit risk,2821.99,33863.9,0.55,18625.15,4063.67
2751,3,1,3,3,3,0.91,0.67,2,255,4,0,0,0,0.554147465437788,0,0,127.5,-0.24,0,0,1,1,0.5022442396313365,0,0.6097,1,0,0.0773236230015754,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.6568946838378906,Reduces exit risk,3046.51,36558.07,0.55,20106.94,4386.97
2752,9,2,2,3,3,0.78,0.87,3,191,3,1,0,0,0.5223502304147465,0,0,63.66666666666666,0.0899999999999999,0,0,0,0,0.2447050691244239,0,0.6786,0,0,0.000855574500747,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.142974376678467,Reduces exit risk,3087.32,37047.83,1.15,42605.0,4445.74
2753,10,2,3,3,2,0.82,0.55,3,217,4,1,0,0,0.5642857142857143,0,0,72.33333333333333,-0.2699999999999999,0,0,1,1,0.5412857142857144,0,0.451,0,0,0.026209020987153,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,Work_accident,-0.7682585716247559,Reduces exit risk,4678.0,56135.96,0.95,53329.16,6736.32
2754,5,2,2,3,3,0.54,0.96,3,201,3,0,0,0,0.5384792626728111,0,0,67.0,0.4199999999999999,0,0,0,0,0.3455437788018433,0,0.5184,0,0,0.0083843609318137,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.0833274126052856,Reduces exit risk,8401.18,100814.14,1.15,115936.26,12097.7
2755,6,2,2,3,3,0.53,0.81,3,253,3,0,0,0,0.6223502304147466,0,0,84.33333333333333,0.28,0,0,0,0,0.374705069124424,0,0.4293,0,0,0.0119127267971634,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.969649612903595,Reduces exit risk,4863.03,58356.3,1.15,67109.74,7002.76
2756,6,2,3,3,2,0.47,0.55,4,122,5,1,0,0,0.4824884792626728,0,0,30.5,0.08,0,0,1,1,0.6567465437788019,0,0.2585,0,0,0.0024714039172977,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,average_montly_hours,-2.57138991355896,Reduces exit risk,4383.94,52607.24,0.95,49976.88,6312.87
2757,6,2,2,3,2,0.87,0.5,3,269,3,0,0,0,0.6481566820276498,0,0,89.66666666666667,-0.37,0,0,0,0,0.2464470046082949,0,0.435,0,0,0.0017561217537149,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.5843379497528076,Reduces exit risk,4742.38,56908.55,0.95,54063.12,6829.03
2758,8,2,2,3,2,0.5,0.68,4,161,3,0,0,0,0.5453917050691244,0,0,40.25,0.18,0,0,0,0,0.3636175115207373,0,0.34,0,0,0.0159376449882984,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.9680563807487488,Reduces exit risk,4120.71,49448.47,0.95,46976.05,5933.82
2759,8,2,1,3,3,0.59,0.83,3,156,2,0,0,0,0.4658986175115207,0,0,52.0,0.24,0,0,0,0,0.3037695852534562,0,0.4896999999999999,0,0,0.0330080315470695,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-0.9513574838638306,Reduces exit risk,4150.08,49800.94,1.15,57271.08,5976.11
2760,8,2,2,3,3,0.89,0.69,3,173,3,0,0,0,0.4933179723502304,0,0,57.66666666666666,-0.2,0,0,0,0,0.1919953917050691,0,0.6141,0,0,0.0123307164758443,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-2.0037758350372314,Reduces exit risk,4251.72,51020.61,0.95,48469.58,6122.47
2761,8,2,2,3,2,0.54,0.49,4,152,3,1,0,0,0.5308755760368663,0,0,38.0,-0.05,0,0,0,0,0.3432626728110599,0,0.2646,0,0,0.0033727202098816,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.1716707944869995,Reduces exit risk,3871.98,46463.77,0.95,44140.58,5575.65
2762,8,2,2,3,3,0.62,0.85,3,145,3,0,0,0,0.4481566820276497,0,0,48.333333333333336,0.2299999999999999,0,0,0,0,0.286447004608295,0,0.527,0,0,0.0115709034726023,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.0946202278137207,Reduces exit risk,3648.35,43780.2,1.15,50347.23,5253.62
2763,8,2,2,3,3,0.91,0.85,3,248,3,0,0,0,0.6142857142857143,0,0,82.66666666666667,-0.06,0,0,0,0,0.2202857142857143,0,0.7735,0,0,0.0049217189662158,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.0465822219848637,Reduces exit risk,3911.0,46931.97,1.15,53971.77,5631.84
2764,8,3,1,3,3,0.84,0.99,2,184,2,0,0,0,0.4396313364055299,0,0,92.0,0.15,0,0,0,0,0.1958894009216589,0,0.8316,1,0,0.0367172583937644,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.7835501432418823,Reduces exit risk,6693.11,80317.34,1.8,144571.21,9638.08
2765,8,1,1,3,2,0.69,0.65,4,232,2,1,0,0,0.6599078341013824,0,0,58.0,-0.0399999999999999,0,0,0,0,0.3219723502304147,0,0.4484999999999999,0,0,0.0068795569241046,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.0321863889694214,Reduces exit risk,2612.69,31352.23,0.55,17243.73,3762.27
2766,8,2,1,3,2,0.76,0.63,3,162,2,0,0,0,0.4755760368663594,0,0,54.0,-0.13,0,0,0,0,0.2386728110599078,0,0.4788,0,0,0.0102191297337412,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.4693204164505005,Reduces exit risk,3805.96,45671.48,0.95,43387.91,5480.58
2767,8,2,2,3,2,0.8,0.54,4,269,3,0,0,0,0.7195852534562213,0,0,67.25,-0.26,0,0,0,0,0.2958755760368664,0,0.432,0,0,0.014260234311223,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.0135878324508667,Reduces exit risk,3598.8,43185.62,0.95,41026.34,5182.27
2768,8,2,2,3,2,0.4,0.47,5,108,3,0,0,0,0.5313364055299539,0,0,21.6,0.0699999999999999,0,0,0,0,0.3994009216589861,0,0.188,0,0,0.0099778547883033,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,average_montly_hours,-3.0704033374786377,Reduces exit risk,4465.21,53582.52,0.95,50903.39,6429.9
2769,8,2,2,3,3,0.8,0.99,3,248,3,1,0,0,0.6142857142857143,0,0,82.66666666666667,0.1899999999999999,0,0,0,0,0.2642857142857143,0,0.792,0,0,0.0041300654411315,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.2893513441085815,Reduces exit risk,4240.5,50886.03,1.15,58518.93,6106.32
2770,8,1,3,4,2,0.76,0.4,2,122,5,0,0,0,0.3396313364055299,0,1,61.0,-0.36,0,1,1,1,0.497889400921659,0,0.304,1,0,0.0008214593981392,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Underutilised (Idle),average_montly_hours,-2.853668451309204,Reduces exit risk,2972.52,35670.19,0.55,19618.6,4280.42
2771,8,1,1,3,3,0.55,0.9,4,273,2,1,0,0,0.726036866359447,0,0,68.25,0.35,0,0,0,0,0.397811059907834,0,0.495,0,0,0.0137928277254104,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9896772503852844,Reduces exit risk,2857.31,34287.69,0.75,25715.77,4114.52
2772,8,1,3,3,3,0.98,0.63,3,285,6,0,0,0,0.6739631336405529,0,0,95.0,-0.35,0,0,1,1,0.5101889400921659,0,0.6174,0,1,0.0019222750561311,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.567990779876709,Reduces exit risk,2988.12,35857.5,0.55,19721.62,4302.9
2773,8,1,2,3,2,0.54,0.56,4,227,3,0,0,0,0.6518433179723502,0,0,56.75,0.02,0,0,0,0,0.379552995391705,0,0.3024,0,0,0.0468947701156139,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.9060099720954896,Reduces exit risk,2707.15,32485.8,0.55,17867.19,3898.3
2774,8,1,1,3,2,0.63,0.56,4,248,2,1,0,0,0.6857142857142857,0,0,62.0,-0.0699999999999999,0,0,0,0,0.3537142857142857,0,0.3528,0,0,0.0049138064496219,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.1888575553894043,Reduces exit risk,2673.97,32087.66,0.55,17648.21,3850.52
2775,8,1,2,3,3,0.88,0.63,3,257,3,0,0,0,0.6288018433179723,0,0,85.66666666666667,-0.25,0,0,0,0,0.2366405529953916,0,0.5544,0,0,0.0064878547564148,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.133497953414917,Reduces exit risk,2676.94,32123.33,0.55,17667.83,3854.8
2776,8,1,2,3,3,0.5,0.95,5,194,3,0,0,0,0.6700460829493088,0,0,38.8,0.4499999999999999,0,0,0,0,0.4010138248847926,0,0.475,0,0,0.0173155050724744,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9481696486473083,Reduces exit risk,3181.75,38181.03,0.75,28635.77,4581.72
