id_colaborador,chave_departamento,chave_faixa_salarial,chave_tempo_casa,chave_cluster_comportamental,chave_arquetipo_saida,nivel_satisfacao,ultima_avaliacao,numero_projetos,horas_mensais_medias,tempo_de_casa_anos,sofreu_acidente_trabalho,saiu_da_empresa,promovido_ultimos_5_anos,indice_intensidade_carga,flag_sobrecarregado,flag_subutilizado,horas_por_projeto,gap_avaliacao_satisfacao,flag_estrela_insatisfeita,flag_confortavel_baixo_desempenho,flag_janela_critica_carreira,flag_estagnacao_sem_promocao,score_risco_bruto,flag_baixa_barreira_saida,interacao_satisfacao_avaliacao,flag_projeto_extremo,flag_teto_horas_criticas,probabilidade_saida,faixa_de_risco,flag_risco_iminente,flag_alto_desempenho,quadrante_risco,cluster_comportamental,fator_principal_shap,valor_shap_fator_principal,direcao_fator_shap,salario_mensal_simulado_brl,salario_anual_simulado_brl,percentual_custo_reposicao_simulado,custo_reposicao_simulado_brl,custo_acao_retencao_simulado_brl
2418,9,2,1,3,2,0.48,0.49,4,242,2,1,0,0,0.6760368663594469,0,0,60.5,0.01,0,0,0,0,0.410811059907834,0,0.2352,0,0,0.0219227094203233,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.9217113256454468,Reduz risco de saída,4584.86,61116.24,0.95,58060.43,7333.95
2419,9,1,2,3,3,0.73,0.72,4,197,3,0,0,0,0.6034562211981567,0,0,49.25,-0.01,0,0,0,0,0.289036866359447,0,0.5256,0,0,0.0074333143420517,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.2155075073242188,Reduz risco de saída,3418.81,45572.77,0.75,34179.58,5468.73
2420,9,1,3,3,3,0.97,0.66,6,164,5,0,0,0,0.6930875576036866,0,0,27.33333333333333,-0.3099999999999999,0,0,1,1,0.519926267281106,0,0.6402,1,0,0.0089838625863194,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-3.515881299972534,Reduz risco de saída,2933.46,39103.05,0.55,21506.68,4692.37
2421,9,1,3,3,2,0.15,0.51,6,248,5,0,0,0,0.8285714285714285,0,0,41.333333333333336,0.36,0,0,1,1,0.8885714285714286,1,0.0765,1,0,0.3255359232425689,Moderado (25-50%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Projetos em zona extrema (H7),1.5652039051055908,Aumenta risco de saída,3028.77,40373.55,0.55,22205.45,4844.83
2422,10,1,3,3,3,0.69,0.76,5,255,6,0,0,0,0.7684331797235023,0,0,51.0,0.07,0,0,1,1,0.6545299539170507,1,0.5244,0,0,0.3838267922401428,Moderado (25-50%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Interação satisfação × avaliação,-1.05397629737854,Reduz risco de saída,5925.99,78993.48,0.75,59245.11,9479.22
2423,10,1,3,3,2,0.61,0.68,5,225,4,0,0,0,0.7200460829493087,0,0,45.0,0.07,0,0,1,1,0.6720138248847927,1,0.4148,0,0,0.1882520914077758,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,1.0922441482543943,Aumenta risco de saída,6373.99,84965.26,0.55,46730.89,10195.83
2424,10,1,1,3,3,0.86,0.58,3,151,2,0,0,0,0.4578341013824885,0,0,50.333333333333336,-0.28,0,0,0,0,0.1933502304147465,0,0.4987999999999999,0,0,0.0057262135669589,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.8334077596664429,Reduz risco de saída,5488.5,73161.67,0.55,40238.92,8779.4
2425,5,1,2,3,3,0.55,0.88,4,252,3,0,0,0,0.6921658986175114,0,0,63.0,0.3299999999999999,0,0,0,0,0.3876497695852534,0,0.484,0,0,0.067933551967144,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.9153675436973572,Reduz risco de saída,10094.85,134564.33,0.75,100923.25,16147.72
2426,1,1,3,3,3,0.9,0.74,4,206,4,1,0,0,0.6179723502304147,0,0,51.5,-0.16,0,0,1,1,0.5253917050691245,0,0.666,0,0,0.0265027936547994,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Acidente de trabalho,-0.9067343473434448,Reduz risco de saída,7396.22,98591.58,0.75,73943.68,11830.99
2427,1,1,1,4,2,0.65,0.4,2,141,2,0,0,0,0.3702764976958525,0,1,70.5,-0.25,0,0,0,0,0.2510829493087557,0,0.26,1,0,0.0013541675871238,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Subutilizado (Ocioso),Última avaliação,-2.3853135108947754,Reduz risco de saída,7538.59,100489.37,0.55,55269.15,12058.72
2428,1,1,2,3,3,0.81,0.92,5,259,3,0,0,0,0.7748847926267282,0,0,51.8,0.1099999999999999,0,0,0,0,0.3084654377880184,0,0.7452000000000001,0,0,0.0285060908645391,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.5153270959854126,Reduz risco de saída,6573.18,87620.49,0.75,65715.37,10514.46
2429,1,1,2,3,3,0.65,0.86,5,250,3,0,0,0,0.76036866359447,0,0,50.0,0.2099999999999999,0,0,0,0,0.368110599078341,0,0.559,0,0,0.0877937823534011,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.8338322639465332,Reduz risco de saída,6801.96,90670.15,0.75,68002.61,10880.42
2430,1,1,3,3,3,0.47,0.86,4,169,6,0,0,0,0.558294930875576,0,0,42.25,0.39,0,0,1,1,0.6794884792626729,1,0.4041999999999999,0,0,0.0486468933522701,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Horas por projeto,-0.8792546391487122,Reduz risco de saída,7940.18,105842.62,0.75,79381.96,12701.11
2431,7,1,2,3,2,0.93,0.53,3,200,3,1,0,0,0.5368663594470046,0,0,66.66666666666667,-0.4,0,0,0,0,0.1890599078341013,0,0.4929,0,0,5.831967791891657e-05,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.47428560256958,Reduz risco de saída,5535.71,73791.08,0.55,40585.09,8854.93
2432,7,1,3,3,3,0.77,0.9,4,104,5,0,0,0,0.4534562211981566,0,0,26.0,0.13,0,0,1,1,0.528036866359447,0,0.6930000000000001,0,0,0.018509604036808,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Horas mensais médias,-2.9758474826812744,Reduz risco de saída,6688.64,89159.54,0.75,66869.66,10699.14
2433,7,1,2,3,3,0.87,0.82,6,176,3,0,0,0,0.712442396313364,0,0,29.33333333333333,-0.05,0,0,0,0,0.2657327188940092,0,0.7133999999999999,1,0,0.0185653045773506,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.51548171043396,Reduz risco de saída,5719.9,76246.24,0.75,57184.68,9149.55
2434,7,1,1,3,3,0.87,0.84,5,137,2,0,0,0,0.5781105990783411,0,0,27.4,-0.03,0,0,0,0,0.2254331797235023,0,0.7308,0,0,0.006137385033071,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.3372139930725098,Reduz risco de saída,6024.9,80311.87,0.75,60233.9,9637.42
2435,1,1,2,3,3,0.65,0.75,2,151,3,0,0,0,0.3864055299539171,0,0,75.5,0.0999999999999999,0,0,0,0,0.2559216589861751,0,0.4875,1,0,0.0162200294435024,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.8053761720657349,Reduz risco de saída,6709.72,89440.6,0.75,67080.45,10732.87
2436,2,1,3,3,1,0.21,0.7,6,130,6,1,0,0,0.6382488479262672,0,0,21.666666666666668,0.49,0,0,1,1,0.8074746543778802,1,0.147,1,0,0.0369013026356697,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Tempo de casa (anos),-1.0557150840759275,Reduz risco de saída,6249.16,83301.29,0.75,62475.97,9996.15
2437,2,1,1,3,2,0.75,0.59,4,199,2,0,0,0,0.6066820276497695,0,0,49.75,-0.16,0,0,0,0,0.2820046082949308,0,0.4425,0,0,0.0060315495356917,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.065842866897583,Reduz risco de saída,5833.74,77763.81,0.55,42770.1,9331.66
2438,2,1,1,3,3,0.72,0.86,4,191,2,0,0,0,0.5937788018433179,0,0,47.75,0.14,0,0,0,0,0.2901336405529954,0,0.6192,0,0,0.0055120307952165,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.8252025842666624,Reduz risco de saída,6302.24,84008.87,0.75,63006.65,10081.06
2439,2,1,2,3,3,0.88,0.63,3,273,3,1,0,0,0.6546082949308756,0,0,91.0,-0.25,0,0,0,0,0.2443824884792627,0,0.5544,0,0,0.0033969429787248,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.4963890314102173,Reduz risco de saída,6683.88,89096.07,0.55,49002.84,10691.53
2440,2,2,2,3,2,0.66,0.58,3,205,3,0,0,0,0.5449308755760368,0,0,68.33333333333333,-0.08,0,0,0,0,0.299479262672811,0,0.3828,0,0,0.0046288766898214,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.0693182945251465,Reduz risco de saída,9203.0,122675.99,0.95,116542.19,14721.12
2441,6,2,2,3,3,0.8,0.75,3,181,3,0,0,0,0.506221198156682,0,0,60.333333333333336,-0.05,0,0,0,0,0.2318663594470045,0,0.6000000000000001,0,0,0.069144532084465,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.7029746174812317,Reduz risco de saída,7620.72,101584.26,1.15,116821.9,12190.11
2442,8,2,2,3,2,0.22,0.55,4,261,3,1,0,0,0.7066820276497696,0,0,65.25,0.33,0,0,0,0,0.5240046082949309,0,0.121,0,0,0.0324842445552349,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Projetos em zona extrema (H7),-1.1804121732711792,Reduz risco de saída,6758.75,90094.14,0.95,85589.43,10811.3
2443,3,2,2,3,3,0.92,0.69,3,192,3,0,0,0,0.523963133640553,0,0,64.0,-0.2300000000000001,0,0,0,0,0.1891889400921659,0,0.6348,0,0,0.0010342070600017,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-2.1846578121185303,Reduz risco de saída,6749.37,89969.14,0.95,85470.68,10796.3
2444,9,2,2,3,3,0.54,0.77,4,271,3,0,0,0,0.7228110599078341,0,0,67.75,0.2299999999999999,0,0,0,0,0.4008433179723502,0,0.4158,0,0,0.0178802721202373,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.927897572517395,Reduz risco de saída,5063.58,67497.51,1.15,77622.14,8099.7
2445,10,2,2,3,3,0.91,0.56,4,158,3,0,0,0,0.540552995391705,0,0,39.5,-0.35,0,0,0,0,0.1981658986175115,0,0.5096,0,0,0.0007679320988245,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.9470438957214355,Reduz risco de saída,8846.52,117924.14,0.95,112027.93,14150.9
2446,5,2,1,3,3,0.77,0.83,4,231,2,0,0,0,0.658294930875576,0,0,57.75,0.0599999999999999,0,0,0,0,0.2894884792626728,0,0.6391,0,0,0.0165488384664058,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.0938222408294678,Reduz risco de saída,16769.78,223541.16,1.15,257072.33,26824.94
2447,6,2,2,3,2,0.61,0.51,3,156,3,1,0,0,0.4658986175115207,0,0,52.0,-0.0999999999999999,0,0,0,0,0.2957695852534562,0,0.3111,0,0,0.0024569237139075,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.2335710525512695,Reduz risco de saída,7417.55,98875.93,0.95,93932.13,11865.11
2448,6,2,3,3,3,0.48,0.9,4,201,4,0,0,0,0.6099078341013825,0,0,50.25,0.42,0,0,1,1,0.6909723502304148,0,0.432,0,0,0.0972570553421974,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Interação satisfação × avaliação,-0.7589521408081055,Reduz risco de saída,7506.26,100058.45,1.15,115067.22,12007.01
2449,6,2,3,3,1,0.25,0.69,3,187,4,0,0,0,0.5158986175115208,0,0,62.333333333333336,0.4399999999999999,0,0,1,1,0.7547695852534563,0,0.1725,0,0,0.0788300409913063,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Projetos em zona extrema (H7),-1.2130465507507324,Reduz risco de saída,8074.51,107633.23,0.95,102251.57,12915.99
2450,8,2,3,3,3,0.91,0.7,3,132,4,0,0,0,0.4271889400921659,0,0,44.0,-0.21,0,0,1,1,0.4641566820276498,0,0.637,0,0,0.0176195874810218,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.982047975063324,Reduz risco de saída,6973.05,92950.7,1.15,106893.3,11154.08
2451,8,2,2,3,2,0.72,0.58,5,147,3,1,0,0,0.5942396313364056,0,0,29.4,-0.14,0,0,0,0,0.2902718894009217,0,0.4175999999999999,0,0,0.0031818046700209,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Acidente de trabalho,-0.9150419235229492,Reduz risco de saída,6325.0,84312.23,0.95,80096.62,10117.47
2452,8,3,2,3,3,0.77,0.71,4,223,3,0,0,0,0.6453917050691245,0,0,55.75,-0.06,0,0,0,0,0.2856175115207373,0,0.5467,0,0,0.0023408026900142,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Faixa salarial (ordinal),-1.1290074586868286,Reduz risco de saída,10202.76,136002.79,1.8,244805.02,16320.33
2453,8,1,1,3,2,0.41,0.4,2,194,2,0,0,0,0.4557603686635945,0,0,97.0,-0.0099999999999999,0,0,0,0,0.3727281105990784,0,0.164,1,0,0.0019518454791978,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Última avaliação,-3.220465660095215,Reduz risco de saída,4509.59,60112.81,0.55,33062.05,7213.54
2454,8,2,1,3,2,0.51,0.49,4,234,2,0,0,0,0.6631336405529954,0,0,58.5,-0.02,0,0,0,0,0.3949400921658986,0,0.2499,0,0,0.0233223866671323,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.998564600944519,Reduz risco de saída,6104.26,81369.73,0.95,77301.24,9764.37
2455,8,2,2,3,3,0.72,0.79,3,149,3,0,0,0,0.4546082949308755,0,0,49.66666666666666,0.07,0,0,0,0,0.2483824884792626,0,0.5688,0,0,0.0063675548881292,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.5666930675506592,Reduz risco de saída,6373.83,84963.21,1.15,97707.69,10195.59
2456,8,2,2,3,2,0.47,0.57,3,162,3,1,0,0,0.4755760368663594,0,0,54.0,0.0999999999999999,0,0,0,0,0.3546728110599078,0,0.2678999999999999,0,0,0.0128570888191461,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Acidente de trabalho,-0.9844328761100768,Reduz risco de saída,6569.93,87577.14,0.95,83198.28,10509.26
2457,8,2,1,3,2,0.53,0.67,4,238,2,0,0,0,0.6695852534562212,0,0,59.5,0.14,0,0,0,0,0.3888755760368664,0,0.3551,0,0,0.0565874762833118,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.8549453020095825,Reduz risco de saída,6807.03,90737.67,0.95,86200.79,10888.52
2458,8,1,2,3,2,0.65,0.52,5,149,3,0,0,0,0.5974654377880184,0,0,29.8,-0.13,0,0,0,0,0.3192396313364055,0,0.338,0,0,0.0269422978162765,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.976778209209442,Reduz risco de saída,4282.47,57085.27,0.55,31396.9,6850.23
2459,8,1,3,5,1,0.18,0.75,4,170,5,0,0,0,0.5599078341013825,0,0,42.5,0.5700000000000001,1,0,1,1,0.7959723502304148,1,0.135,0,0,0.0229674372822046,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Estrela Insatisfeita,Projetos em zona extrema (H7),-1.0680676698684692,Reduz risco de saída,4087.45,54485.65,0.75,40864.24,6538.28
2460,8,1,1,3,2,0.61,0.48,3,250,2,0,0,0,0.6175115207373272,0,0,83.33333333333333,-0.13,0,0,0,0,0.3412534562211982,0,0.2928,0,0,0.0220469776540994,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.9544684886932372,Reduz risco de saída,3865.5,51527.11,0.55,28339.91,6183.25
2461,8,1,1,3,3,0.86,0.72,4,167,2,0,0,0,0.5550691244239632,0,0,41.75,-0.14,0,0,0,0,0.2225207373271889,0,0.6192,0,0,0.0032866282854229,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.376915454864502,Reduz risco de saída,4037.73,53822.89,0.75,40367.17,6458.75
2462,8,1,3,5,1,0.14,0.77,4,166,5,0,0,0,0.5534562211981566,0,0,41.5,0.63,1,0,1,1,0.810036866359447,1,0.1078,0,0,0.0318712182343006,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Estrela Insatisfeita,Projetos em zona extrema (H7),-1.1404021978378296,Reduz risco de saída,4233.37,56430.76,0.75,42323.07,6771.69
2463,8,1,1,3,3,0.63,0.8,3,205,2,0,0,0,0.5449308755760368,0,0,68.33333333333333,0.17,0,0,0,0,0.311479262672811,0,0.504,0,0,0.0059047285467386,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.5678600072860718,Reduz risco de saída,4327.26,57682.35,0.75,43261.76,6921.88
2464,8,1,2,3,2,0.79,0.57,3,250,3,0,0,0,0.6175115207373272,0,0,83.33333333333333,-0.22,0,0,0,0,0.2692534562211981,0,0.4503,0,0,0.0064460164867341,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.9325437545776367,Reduz risco de saída,4126.68,55008.71,0.55,30254.79,6601.05
2465,8,1,2,3,3,0.78,0.97,4,142,3,0,0,0,0.5147465437788018,0,0,35.5,0.1899999999999999,0,0,0,0,0.2424239631336405,0,0.7566,0,0,0.0103221349418163,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.680943489074707,Reduz risco de saída,4256.3,56736.42,0.75,42552.32,6808.37
2466,8,1,3,3,2,0.14,0.52,4,217,6,0,0,0,0.6357142857142857,0,0,54.25,0.38,0,0,1,1,0.8347142857142857,1,0.0728,0,0,0.0190611984580755,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Tempo de casa (anos),-0.9309649467468262,Reduz risco de saída,4454.37,59376.72,0.55,32657.2,7125.21
2467,8,1,2,3,2,0.85,0.54,3,139,3,0,0,0,0.438479262672811,0,0,46.333333333333336,-0.3099999999999999,0,0,0,0,0.1915437788018433,0,0.459,0,0,0.007192310411483,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.940087080001831,Reduz risco de saída,4326.22,57668.46,0.55,31717.65,6920.22
2468,8,1,2,3,3,0.85,0.75,4,139,3,0,0,0,0.5099078341013825,0,0,34.75,-0.0999999999999999,0,0,0,0,0.2129723502304147,0,0.6375,0,0,0.0127526186406612,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.593251466751098,Reduz risco de saída,4796.27,63934.28,0.75,47950.71,7672.11
2469,3,1,2,3,3,0.91,0.76,5,152,3,0,0,0,0.6023041474654378,0,0,30.4,-0.15,0,0,0,0,0.2166912442396313,0,0.6916,0,0,0.0036607664078474,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.5508742332458496,Reduz risco de saída,5067.26,67546.63,0.75,50659.97,8105.6
2470,3,1,1,3,3,0.76,0.74,3,224,2,0,0,0,0.5755760368663594,0,0,74.66666666666667,-0.02,0,0,0,0,0.2686728110599078,0,0.5624,0,0,0.0072585702873766,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.2853882312774658,Reduz risco de saída,4795.1,63918.68,0.75,47939.01,7670.24
2471,3,1,2,3,3,0.62,0.72,5,180,3,0,0,0,0.6474654377880185,0,0,36.0,0.0999999999999999,0,0,0,0,0.3462396313364055,0,0.4463999999999999,0,0,0.0242041684687137,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.9012838006019592,Reduz risco de saída,4738.88,63169.3,0.75,47376.98,7580.32
2472,4,1,1,3,2,0.53,0.69,4,216,2,0,0,0,0.6341013824884792,0,0,54.0,0.1599999999999999,0,0,0,0,0.3782304147465437,0,0.3656999999999999,0,0,0.0617544800043106,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.8277965784072876,Reduz risco de saída,3979.77,53050.38,0.55,29177.71,6366.05
2473,4,1,2,3,3,0.97,0.63,3,133,3,0,0,0,0.4288018433179723,0,0,44.333333333333336,-0.3399999999999999,0,0,0,0,0.1406405529953917,0,0.6111,0,0,0.0002048439346253,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-3.2145564556121826,Reduz risco de saída,4238.72,56502.16,0.55,31076.19,6780.26
2474,4,1,2,3,2,0.48,0.53,4,271,3,0,0,0,0.7228110599078341,0,0,67.75,0.05,0,0,0,0,0.4248433179723502,0,0.2544,0,0,0.1759788244962692,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Projetos em zona extrema (H7),-1.0501989126205444,Reduz risco de saída,4302.68,57354.71,0.55,31545.09,6882.57
2475,4,1,2,3,2,0.5,0.55,4,148,3,1,0,0,0.5244239631336405,0,0,37.0,0.05,0,0,0,0,0.3573271889400922,0,0.275,0,0,0.0076184119097888,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.06065833568573,Reduz risco de saída,3930.6,52394.89,0.55,28817.19,6287.39
2476,10,1,3,4,2,0.32,0.42,2,99,4,0,0,0,0.3025345622119815,0,1,49.5,0.0999999999999999,0,0,1,1,0.6627603686635944,1,0.1344,1,0,0.0013148247962817,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Subutilizado (Ocioso),Horas mensais médias,-3.7105188369750977,Reduz risco de saída,5844.44,77906.45,0.55,42848.55,9348.77
2477,10,1,1,3,3,0.58,0.77,4,196,2,1,0,0,0.6018433179723501,0,0,49.0,0.19,0,0,0,0,0.348552995391705,0,0.4466,0,0,0.0061176330782473,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.9235950112342834,Reduz risco de saída,4948.85,65968.13,0.75,49476.1,7916.18
2478,10,1,1,3,3,0.81,0.83,3,196,2,0,0,0,0.5304147465437787,0,0,65.33333333333333,0.0199999999999999,0,0,0,0,0.2351244239631336,0,0.6723,0,0,0.0078996112570166,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.3533287048339844,Reduz risco de saída,5707.43,76080.06,0.75,57060.04,9129.61
2479,10,2,2,3,3,0.48,0.84,4,228,3,0,0,0,0.6534562211981567,0,0,57.0,0.36,0,0,0,0,0.404036866359447,0,0.4031999999999999,0,0,0.0433054640889167,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.8042231202125549,Reduz risco de saída,8817.59,117538.43,1.15,135169.19,14104.61
2480,10,2,1,3,3,0.96,0.88,4,165,2,0,0,0,0.5518433179723502,0,0,41.25,-0.0799999999999999,0,0,0,0,0.181552995391705,0,0.8448,0,0,0.0003876813862007,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-2.70346736907959,Reduz risco de saída,8148.73,108622.54,1.15,124915.92,13034.7
2481,10,2,1,3,3,0.56,0.9,3,235,2,0,0,0,0.5933179723502304,0,0,78.33333333333333,0.3399999999999999,0,0,0,0,0.3539953917050691,0,0.5040000000000001,0,0,0.0096408203244209,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.97714763879776,Reduz risco de saída,9191.32,122520.33,1.15,140898.38,14702.44
2482,10,2,1,3,3,0.63,0.96,4,167,2,0,0,0,0.5550691244239632,0,0,41.75,0.3299999999999999,0,0,0,0,0.3145207373271889,0,0.6048,0,0,0.00688854791224,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.9261348843574524,Reduz risco de saída,7849.78,104637.54,1.15,120333.17,12556.5
2483,10,2,3,3,2,0.21,0.5,5,255,5,0,0,0,0.7684331797235023,0,0,51.0,0.29,0,0,1,1,0.8465299539170508,0,0.105,0,0,0.1119233816862106,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Interação satisfação × avaliação,-1.2523949146270752,Reduz risco de saída,8833.77,117754.09,0.95,111866.39,14130.49
2484,10,2,2,3,3,0.94,0.78,3,184,3,1,0,0,0.5110599078341014,0,0,61.333333333333336,-0.1599999999999999,0,0,0,0,0.1773179723502304,0,0.7332,0,0,0.0004591094038914,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-2.94685959815979,Reduz risco de saída,8413.88,112156.96,1.15,128980.5,13458.84
2485,10,2,2,3,3,0.94,0.89,4,239,3,0,0,0,0.6711981566820276,0,0,59.75,-0.0499999999999999,0,0,0,0,0.2253594470046083,0,0.8366,0,0,0.0006866744952276,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-2.989543914794922,Reduz risco de saída,8381.26,111722.16,1.15,128480.48,13406.66
2486,10,2,1,3,3,0.96,0.54,3,153,2,0,0,0,0.4610599078341013,0,0,51.0,-0.4199999999999999,0,0,0,0,0.1543179723502304,0,0.5184,0,0,0.0001897362380987,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.429666757583618,Reduz risco de saída,8231.15,109721.23,0.95,104235.17,13166.55
2487,9,2,3,3,2,0.49,0.5,4,187,5,1,0,0,0.5873271889400922,0,0,46.75,0.01,0,0,1,1,0.6801981566820277,0,0.245,0,0,0.0124650867655873,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Acidente de trabalho,-1.0177688598632812,Reduz risco de saída,5046.22,67266.13,0.95,63902.82,8071.94
